product_url|product_name|product_variety|product_origin|product_family|user_avg_rating|user_rating_count|product_description|product_reviews
https://www.wine.com/product/jean-marc-burgaud-morgon-cote-du-py-javernieres-2020/1022619|Jean-Marc Burgaud Morgon Cote du Py Javernieres 2020|Gamay| from Beaujolais, Burgundy, France|Red Wine|4.2|5|This is a well-structured wine  redolent of black fruits (mulberries and cherries). Carbonic maceration of the whole berries lasts 12 to 15 days  aand the wine is raised in barrel as well as tank. Jean-Marc's wines are all very bright and pure. Incredible value down the line as Burgaud wines are underpriced compared to other cru Beaujolais producers  especially considering the quality.|James Suckling,94,Dark  meaty and smoky with a wet-earth undertone  this is a bold and fleshy Morgon that packs a punch at the long  moderately dry and very savory finish. Just beginning to open up  but surely has many years ahead of it. Drink or hold.
https://www.wine.com/product/martin-ray-sonoma-napa-cabernet-sauvignon-2020/946610|Martin Ray Sonoma-Napa Cabernet Sauvignon 2020|Cabernet Sauvignon| from North Coast, California|Red Wine|4.1|40|Classic and ripe with deep blue and purple fruit  notes of currant  fresh blackberry  bramble  and peppercorn. Interlaced with wet stone and earth  over touches of elderflower and vanilla with fervent  yet silky integrated tannins.|James Suckling,92,A very savory and delicious red with red-meat and currant aromas and flavors. Medium body and lightly chewy tannins. Currants and fresh herbs. Real cabernet character and dry at the end. Excellent value. Drink or hold.
https://www.wine.com/product/piccini-memoro-rosso/141277|Piccini Memoro Rosso|Other Red Blends| from Italy|Red Wine|4.0|464|This wine is a warm  modern style with notes of dark cherries  figs and coffee in a delicate oak frame. Generous on the palate  revealing a bright fruity core. Concentrated  exposing great structure  yet harmonious and soft. Long dense finish.Memoro truly emerged as a cuvee wine  a blend of not only different grapes of different origins in Italy  but also of different vintages: the 12 months oaked casked Montepulciano from Abruzzo  the solar Nero d'Avola from Sicily  the colder climate (Veneto) Merlot and the passito Primitivo wine from Puglia.|Decanter,95,Intense nose of bramble fruits  licorice  leather and tobacco. Very nice palate  with smooth and elegant tannins  balanced residual sugar and lingering finish.
https://www.wine.com/product/vinos-de-arganza-flavium-premium-crianza-mencia-2020/981995|Vinos de Arganza Flavium Premium Crianza Mencia 2020|Mencia| from Bierzo, Spain|Red Wine|4.2|57|Ochreish red color  strong and thin aromas  elegant and thin harmonious tannin  well-balanced with grape and mature fruit hints.|James Suckling,90,Stewed blackberries  baked blueberries  earth and wet tobacco on the nose. Medium-to full-bodied with powdery tannins. Flavorful  with ripe  earthy character.
https://www.wine.com/product/goldschmidt-vineyard-crazy-creek-fidelity-red-2020/939357|Goldschmidt Vineyard Crazy Creek Fidelity Red 2020|Bordeaux Red Blends| from Alexander Valley, Sonoma County, California|Red Wine|4.4|36|Intense purple and reds in color. Wonderful aromatics are opulent and very floral. Black fruits were a common theme. Black cherry  plum and some licorice texture. Lush ripe tannins and full-bodied. Creamy velvet tongue-wrapping flavors that coate the palate.|James Suckling,92,Aromas of ripe plums  blackberries and black cherries with notes of vanilla  chocolate and licorice. Medium-bodied with a mild  creamy texture  velvety tannins and fruit-driven character. Juicy and delicious. Drink or hold.
https://www.wine.com/product/radley-and-finch-the-profs-pinotage-2021/868316|Radley & Finch The Profs Pinotage 2021|Pinotage| from South Africa|Red Wine|4.3|37|A wine expressing the plush riper side of Pinotage and still reflecting a very subtle old world tannin.|Wilfred Wong of Wine.com,90,COMMENTARY: The 2021 Radley & Finch  The Profs Pinotage  is a delicious red wine that wine lovers would enjoy. TASTING NOTES: This wine shines with aromas and flavors of blackberries  dried leaves  and a note of licorice. Pair it with BBQ baby back ribs. (Tasted: November 28  2022  San Francisco  CA)
https://www.wine.com/product/eguren-ugarte-crianza-2019/1158073|Eguren Ugarte Crianza 2019|Tempranillo| from Rioja, Spain|Red Wine|4.4|33|Mature fruit dominates in an incipient bouquet which captures the aging and a slight toasty aroma. Soft tannins makes it more palatable in spite of its young age. Long  excellent aromatic aftertaste.Blend: 80% Tempranillo  20% Garnacha|James Suckling,91,Dark plums  black cherries and some roasted cumin. A medium-bodied red with a firm  frosted tannin structure and bright flavors of berries  plums  as well as a savory layer of tree bark and spice. Balance and drinkability is the key here.;Wilfred Wong of Wine.com,90,COMMENTARY: The 2019 Eguren Crianza offers an Old World spin to the wine lover. TASTING NOTES: This wine exhibits aromas and flavors of dried spices  rustic  earthy notes  and black fruits. Enjoy it with an old fashion beef stew. (Tasted: December 6  2022  San Francisco  CA)
https://www.wine.com/product/pala-oltreluna-monica-2020/1132371|Pala Oltreluna Monica 2020|Other Red Wine| from Sardinia, Italy|Red Wine|4.1|9|Vibrant notes of licorice and red fruit on the nose. Dry and smooth on the palate with perfect balance and length.|James Suckling,93,Sweet berry and cherry aromas with dried flowers. Medium to full body. Plenty of ripe fruit and creamy tannins. Lovely spice. Drink now.
https://www.wine.com/product/arnaldo-rivera-barolo-ravera-2017/1163915|Arnaldo Rivera Barolo Ravera 2017|Nebbiolo| from Barolo, Piedmont, Italy|Red Wine|5.0|19|Wine made from grapes grown on 6 different vineyards within the cru  facing due south at an average elevation of 400 m/1378 ft.|James Suckling,94,Fascinating aromas of pure fruit  such as strawberries and plums  with some ash and smoke. Full-bodied with firm  chewy tannins that are polished and fine. Nice  long and soft at the end. Better after 2023.;Wilfred Wong of Wine.com,92,COMMENTARY: The 2017 Arnaldo Rivera Barolo Ravera is stylish  majestic  and pleasing. TASTING NOTES: This wine excels with aromas and flavors of fresh red fruits  a hint of minerality  and delicate earth. Enjoy this with a slow-braised beef dish. (Tasted: November 21  2022  San Francisco  CA);Robert Parker's Wine Advocate,91,With fruit from the village of Novello  the Arnaldo Rivera 2017 Barolo Ravera shows some of the extra plumpness and ripeness of the vintage with dark cherry confit and plum pudding. There are dark mineral and licorice tones  and the wine also displays some red cedar or smoked oak. Those darker or more saturated tones appear more evident in this vintage  and the tannins do show some dryness.;Wine Enthusiast,90,Aromas of violet  truffle and tobacco emerge from the glass. The savory palate offers dried black cherry  clove and tobacco alongside tightly knit  polished tannins. Drink 2023–2029.
https://www.wine.com/product/domaine-du-pere-caboche-chateauneuf-du-pape-375ml-half-bottle-2021/1017146|Domaine du Pere Caboche Chateauneuf-du-Pape (375ML half-bottle) 2021|Rhone Red Blends| from Chateauneuf-du-Pape, Rhone, France|Red Wine|4.6|31|The color is a beautiful ruby shine. The nose expresses a character asserted  chocolate and smoked on a background of red and black fruits light peppery spice. The notes of ginger and menthol offer up a beautiful freshness. On the palate  this wine is expressive  focused on freshness and minerality. It has a beautiful length on fruit and spices.|Wilfred Wong of Wine.com,94,COMMENTARY: The 2021 Domaine du Pere Caboche Chateauneuf du Pape is authentic with excellent palate presence. TASTING NOTES: This wine shines with aromas and flavors of aromatic spices  damp earth  and black fruits. Enjoy it with a well-spiced oxtail stew. (Tasted: December 3  2022  San Francisco  CA)
https://www.wine.com/product/bodega-estancia-mendoza-malbec-kadabra-2021/878237|Bodega Estancia Mendoza Malbec Kadabra 2021|Malbec| from Mendoza, Argentina|Red Wine|4.4|50|Brilliant with deep purple red color. Intense nose revealing ripe red and black berries among fresh notes typical of a Malbec grown at high altitudes. Sweet elegant entrance  with good balance and a soft structure  allowing a pleasant finish.|James Suckling,91,Ripe plums and blackberries  vanilla  licorice and chocolate. Medium-to full-bodied with firm tannins and good acidity. Juicy and succulent  with a flavorful finish. Drink or hold.
https://www.wine.com/product/vina-tarapaca-gran-reserva-etiqueta-azul-2020/1132405|Vina Tarapaca Gran Reserva Etiqueta Azul 2020|Other Red Blends| from Maipo Valley, Chile|Red Wine|4.8|6|Vina Tarapaca Gran Reserva Etiqueta Azul is a deep ruby color. The wine offers aromas of raspberry and cherry  plum  blackberry and cassis  as well as cassis and violet. Firm in structure and velvety on the palate. This wine is characterized by its balance of alcohol and acidity  with some mineral flavors such as graphite.|Decanter,97,One of the most encouraging qualities of those Chilean wines which made it through to gold and platinum this year  our judges felt  was a new aromatic complexity and a much finer understanding of aromatic maturity in the vineyard than in the past. This complex  subtle and still youthful blend offers an excellent example of this. It's dark black-red  with creamy plum and currant notes as well as a hint of fragrant  cured Havana leaf. On the palate  it is concentrated and long  with admirable freshness lending life and energy to the red and black fruits. Meaty yet supple tannins bring ballast. It's harmonious and accessible now  but there is enough density here to carry it effortlessly through half a decade's maturation.;James Suckling,93,Creamy cassis  dark olives and tomato leaf with hints of cedar and incense. A flattering  full-bodied red with creamy oak and fine-grained tannins on the palate  before a long finish with some vanilla and sweet spices. Drink from 2023.;Wine Spectator,93,An elegant yet well-structured red  with a wonderful layer of chrysanthemum on display from start to finish  plus vibrant blackberry and plum flavors joined by subtle herb and spice details. Shows nice length around firm  chalky tannins. Cabernet Sauvignon  Syrah  Cabernet Franc and Malbec. 
https://www.wine.com/product/josephine-dubois-pinot-noir-2021/994331|Josephine Dubois Pinot Noir 2021|Pinot Noir| from Vin de France, France|Red Wine|4.6|29|This Pinot Noir is full of charm with a bright ruby color and a nose rich with aromas of red fruits such as raspberry  red currants and wild strawberry. On the palate  it is juicy and round with nice fruit  light tannins  and great elegance.|Wilfred Wong of Wine.com,90,COMMENTARY: The 2021 Josephine Dubois Pinot Noir is juicy and pleasing on the palate. TASTING NOTES: This wine exhibits aromas and flavors of tangy red fruits  black fruits  and hints of spice. Serve it with roast game birds. (Tasted: January 10  2023  San Francisco  CA)
https://www.wine.com/product/belle-glos-dairyman-vineyard-pinot-noir-15-liter-magnum-2018/650882|Belle Glos Dairyman Vineyard Pinot Noir (1.5 Liter Magnum) 2018|Pinot Noir| from Russian River, Sonoma County, California|Red Wine|4.7|5|Dark ruby red in color with satisfying aromas of boysenberry  dark cherry  and mulberry along with delicate hints of baking spices  dill  cola  nutmeg  and vanilla. On the palate  bold flavors of cranberry  ripe plum  cherry  and super-ripe strawberry are uplifted by gentle notes of cocoa powder and sweet fig for a generous and silky mouthfeel. This tremendously complex and broad-shouldered wine finishes with grace.|Wine Spectator,91,Very suave and rich-tasting  with concentrated dark cherry and plum tart flavors  flanked by toasty notes. The creamy finish is filled with chocolaty richness.;Wine Enthusiast,90,Toasted oak and cherry cola make for a jammy experience on the palate. This is robust and rich in feel  perfect for lovers of Pinot’s hedonistic side.
https://www.wine.com/product/clos-dalian-garnacha-crianza-2016/548780|Clos Dalian Garnacha Crianza 2016|Grenache| from Terra Alta, Spain|Red Wine|4.3|59|Light cherry color. It has an aroma of red fruits with a gentle touch of toast and mineral notes  which are so characteristic of our Garnacha. In the mouth  it is meaty  balanced and well-rounded.|Wilfred Wong of Wine.com,89,COMMENTARY: The 2016 Clos Dalian Crianza is an excellent example of a smooth and delectable Garnacha. TASTING NOTES: This wine offers lovely aromas and flavors of ripe and lively red fruits. Pair it with roast turkey. (Tasted: December 22  2021  San  Francisco  CA);Wine Enthusiast,88,Aromas of leather  cherry and berry aromas come with additional notes of dried herbs  grainy oak and animal hide. The medium-bodied palate is straightforward and lifted by bright acidity. Flavors of cherry tomato  red plum  raspberry and vanilla finish with springiness and punch.Best Buy
https://www.wine.com/product/tenimenti-dalessandro-il-bosco-syrah-2018/964916|Tenimenti d'Alessandro Il Bosco Syrah 2018|Syrah/Shiraz| from Tuscany, Italy|Red Wine|4.1|13|Il Bosco is produced with only Syrah grapes selected  actually  from the best parts of two hillside vineyards planted in 1995 and 1999. Very intense  clear and concentrated  complex and earthy texture of ground coffee  cocoa bean (mocha)  wooden Tuscan cigar box  fresh mint  red fruits and Mediterranean herbs and flowers.|James Suckling,95,This is a beautiful  complete syrah with blackberry  black-olive  light tar and mahogany character. It’s full and chewy  yet the tannins are round and attractive. Give it time to open and come together. Spicy at the end. Try after 2023.
https://www.wine.com/product/santadi-carignano-del-sulcis-riserva-rocca-rubia-2019/1100545|Santadi Carignano del Sulcis Riserva Rocca Rubia 2019|Carignan| from Sardinia, Italy|Red Wine|4.1|5|This barrique-aged  100% Carignano cru is a real star and enormous value. It is lush  full of extract and body  with ripe  chewy fruit  supple texture  and noble tannins  it is also extremely cellar-worthy.|James Suckling,93,A rich and layered red with ripe berries  together with notes of chocolate  hazelnut and some walnut. Medium to full body. Juicy fruit. Succulent and slightly earthy aftertaste.;Wine Enthusiast,90,Black-skinned berry  underbrush and spice aromas form the nose. The forward palate offers black plum  clove and black pepper alongside fine-grained tannins.
https://www.wine.com/product/clos-pegase-mitsukos-vineyard-merlot-2019/1006604|Clos Pegase Mitsuko's Vineyard Merlot 2019|Merlot| from Carneros, California|Red Wine|4.1|10|This 2019 Merlot is a beautiful deep purple in the glass. The nose is expressive with ripe red fruits and a touch of dried fennel. On the palate  the wine’s medium-bodied tannins complement the crisp acidity and savory undertones as big red fruit flavors dance across the palate. The wine has a strong  smooth finish with more red fruit and plum notes and a subtle hint of crushed graphite.|James Suckling,92,Aromas of spiced plum  crushed red cherry  nutmeg and clove. Full-bodied with fine  powdery tannins. Nice weight and rich texture on the palate  with a wash of well-ripened black fruit. Chocolate and espresso come through.
https://www.wine.com/product/maison-brotte-esprit-cotes-du-rhone-2019/931943|Maison Brotte Esprit Cotes du Rhone 2019|Rhone Red Blends| from Cotes du Rhone, Rhone, France|Red Wine|4.2|51|Dark ruby with light edges and medium intensity with aromas of small stone fruits and delicately spicy hints of pepper  thyme and garrigue (bush land). The palate is smooth  warming and elegant. Its aromas recall wild red fruits  dark cherries  forest floor and licorice. The tannins are soft yet precise. Enjoy with a wild mushroom omelette  beef filets  veal stew  or with a dessert of chocolate and cherry cake.|Wine Enthusiast,90,Notes of summer-sweet blueberries and black-cherry preserves abound in this fresh-fruited but concentrated and solidly composed Grenache blend. Struck by hints of graphite and chalky  persistent tannins  it's a four-square  bang-for-your-buck wine that would be equally pleasing with weekday burgers or weekend dinner parties. Best now–2025. Best Buy;James Suckling,90,Raspberry and currant notes on the nose. It’s medium-bodied with chewy tannins. Fresh acidity and fleshy texture on the palate. Juicy with a savory finish. Drink or hold.
https://www.wine.com/product/eden-rift-estate-pinot-noir-2018/743138|Eden Rift Estate Pinot Noir 2018|Pinot Noir| from Cienega Valley, Central Coast, California|Red Wine|4.5|34|Showing both red-tone and dark fruits  the bouquet features notes of spiced cranberry  wild blackberry  black cherry as well as pomegranate  violets  black tea and chalk-like  minerals notes. Found in the recesses  aromas of cherry pit  vanilla-cream and berry pie. Medium weight. |James Suckling,95,A layered and fine-grained pinot with strawberry and cherry aromas and flavors. Flint and some cranberry and watermelon  too. Pure. Medium to full body  bright acidity and light asphalt to the strawberry and raspberry undertones. Drink or hold.;Wilfred Wong of Wine.com,93,COMMENTARY: The 2018 Eden Rift Vineyards Estate Pinot Noir is well-built and lasting on the palate. TASTING NOTES: This wine shines with aromas and flavors of rustic earth  savory spices  black fruit  and black tea. Try it with garlic and rosemary-infused roast leg of lamb. (Tasted: June 17  2022  San Francisco  CA);Jeb Dunnuck,92,The 2018 Pinot Noir Estate is another outstanding wine. Notes of Bing cherries  mulberries  loamy earth  and forest floor all emerge from the glass  and it's medium-bodied  has a rounded  balanced mouthfeel  nicely integrated acidity  and enough structure to keep it drinking well for at least 7-8 years. It's rock solid.;Wine Enthusiast,92,Clean lines of plump black raspberry  pastry crust and tarragon make for a delicious nose on this estate bottling. Snappy raspberry flavors kick off the sip  where lilac  wild mint and dried herbs prove both fresh and delicate.;Robert Parker's Wine Advocate,91,Made from Dijon clone vines  the 2018 Pinot Noir Estate has a pale ruby-purple color and scents of spiced rhubarb and black cherries with notes of fragrant earth and tangerine peel. The palate is light-bodied  silky  bright and juicy with spice-laced fruits and a layered finish.;Wine & Spirits,91,Vinous and red fruited  of the six 2018s from Eden Rift  this may be the most structured  showing a rosy scent at a distance  and dried cherry and strawberry flavors. There’s much in place but it needs time.
https://www.wine.com/product/domaine-des-peres-de-leglise-chateauneuf-du-pape-heritage-de-pollus-2018/902839|Domaine des Peres de l'Eglise Chateauneuf-du-Pape Heritage de Pollus 2018|Grenache| from Chateauneuf-du-Pape, Rhone, France|Red Wine|4.7|38|L'Héritage de Pollus is a 100% Grenache from 100-year old vines planted by the estate's ancestor nicknamed “Pollus” on the terroir of the Coste Froide lieu-dit. The glass opens with a profound expression of blackberries  ripe plums  and currants. Full-bodied on the palate  this wine is right in the prime of its maturity: the fruit flavors seamlessly integrate with a touch of savory black pepper  baking spices  and just a hint of bitter chocolate. It has enough power that it will stand up to a robust French country dish such as cassoulet or andouillettes with garlic aioli  yet it also is rounded and mature enough to build and complement the meal  rather than overwhelm it.|Wine Enthusiast,95,A varietal Grenache sourced from century-old vines  this plummy  salt-rimmed sip juxtaposes ripe black-cherry and mulberry flavors against a thrilling minerality. It's a big  muscular red but framed by fine  furry tannins and a tang of sun-baked clay and basalt. Delicious young  the wine is likely to improve further through at least 2030.;Robert Parker's Wine Advocate,94,Round  plush and nearly seamless on the palate  the 2018 Chateauneuf du Pape L'Heritage de Pollus is a suave  elegant example of this cuvée  which is all Grenache aged in demi-muids. Black cherries  dark chocolate  fine leather  cedar and mocha notes give the flavors a mainly dark profile  but brighter notes of red raspberries surface on the silky  lingering finish.;Jeb Dunnuck,93,The 2018 Châteauneuf Du Pape L'Heritage De Pollus is a smaller production release that's all Grenache brought up in demi-muids. It too has notable freshness and vibrancy as well as impressive notes of spring flowers  incense  earth  blueberries  and black cherries. Elegant  medium to full-bodied  beautifully balanced  and with good structure  it's going to keep nicely on its overall balance and purity.  I’m a big fan of the wines of this estate  and while they always have a classic vibe  they don’t skimp on fruit and or purity. They’ve done well in both 2017 and 2018.   Barrel Sample: 91-93
